,title,internal_id,url,description,responsibilities,qualifications,location,company,publish_date
543,Android разработчик,4077487,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4077487,"Мы делаем сервис для избранных. 1% от 1% – наши клиенты, самые успешные, влиятельные и требовательные персоны страны. Именно поэтому, мы берем на себя высокий уровень ответственности за продукт и придерживаемся бескомпромиссного качества сервиса. Мы видим будущее российского финтеха в долгосрочной перспективе и стараемся сосредоточиться на самом важном для наших клиентов. Предлагаем тебе стать частью нашей молодой и амбициозной команды, чтобы вместе изменить ландшафт индустрии к лучшему и навсегда! Мы очень быстро растем и настало время, когда нам требуется вывод нашего сервиса в СБОЛ на платформе Android.","Используемый стек и архитектура продуктов кластера (справочно): Front: SwiftUI (IOS), VueJS (Web) Back: Legacy: Java 8 / 11, WAS, MQ Целевой: Java 11, Spring, Springboot, Docker, Kubernetes Чем предстоит заниматься: Работа в качестве Senior Android разработчика в команде. Участие в проведении Code Review продукта совместно с другими командами СБОЛ. Валидация системного анализа продукта совместно с аналитиками команды. Участие в построении архитектуры сервисов на основе бизнес процессов утвержденных технологами. Участие в Review разработок команд, для проверки соответствия продукта требованиям архитектуры АС и сервиса.","Опыт работы на аналогичной позиции от 2 лет. Знание методологий системного анализа, понимание моделей и процессов разработки. Глубокие технические знания по построению отказоустойчивых сервисов. Знание и практический опыт применения принципов построения архитектуры корпоративных приложений, механизмов их интеграции, модульной архитектуры, архитектуры данных. Опыт чтения диаграмм процессов (в т. ч. сиквенс-диаграмм). Умение структурировать схемы взаимодействия систем. Умение формализовать и структурировать информацию, представлять её на обсуждение и аргументированно отстаивать свою точку зрения. Знание структуры мобильных платформ.",Город Санкт-Петербург,Sber,2022-06-08 00:00:00
544,Главный инженер по сопровождению,4079031,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4079031,,"Сопровождение стендов разработки: RHEL, NGINX, OpenShift, Jenkins Разработка средств автоматизации процессов сборки, развёртывания продуктов CI / CD (Jenkins) Выполнение типовых задач по сопровождению СУБД postgre, clickhouse и др. Проектирование, развертывание и сопровождение инфраструктуры разработки. Автоматизация процессов сборки, развёртывания. Установка, поддержка тестовых стендов Мониторинг, диагностика и оперативное устранение проблем в функционировании сервисов, контроль работоспособности приложений и предупреждение критических ситуаций Ведение технической документации по эксплуатации действующих сервисов Установка, настройка экземпляров СУБД Выявление рисков / проблем в работе СУБД и организация мероприятий по их устранению / минимизации / принятию Решение инцидентов АС Стремление развиваться и изучать новые технологии","Опыт сопровождения стендов разработки Знание Linux RedHat, Nginx на уровне администратора Умение работать со стеком Atlassian - Confluence / Jira / Bitbuket Знания и компетенции сопровождения СУБД PostgreSQL Опыт работы с серверами приложений Enterprise уровня - SOWA Опыт работы с OpenShift приветствуется Опыт работы с системами мониторинга Zabbix / Prometheus / Grafana приветствуется Умение читать код на JavaScript приветствуется",Город Москва,Sber,2022-06-08 00:00:00
545,Главный специалист по взысканию задолженности,4079879,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4079879,"Специалист по взысканию помогает клиентам, попавшим в сложную финансовую ситуацию. Эта работа для тех, кто ценит стабильность, хочет работать по четким правилам и стандартам и иметь достойный заработок.","Задачи: Выезжать к клиентам по месту жительства или работы Вести переговоры с клиентами банка с целью возврата просроченной задолженности (лично и по телефону) Собирать информацию о клиентах и участниках кредитной сделки: адреса, которые нужно посетить, контактные телефоны Консультировать и собирать документы для сделок урегулирования проблемной задолженности, проверять состояние предмета залога Помогать клиентам, попавшим в тяжелую жизненную ситуацию","Мы ждем, что ты: Специалист со средним специальным, неоконченным высшим или высшим образованием Имеешь опыт эффективного взыскания проблемной задолженности на досудебном этапе не менее 3-х лет в коллекторском агентстве, либо банке Готов к разъездной работе Умеешь справляться со стрессом и ориентирован на результат Готов работать в условиях ежемесячных финансовых целей Легко находишь общий язык с людьми разного возраста, пола и социального статуса Настойчив в преодолении препятствий и мотивирован на решение амбициозных задач",Город Санкт-Петербург,Sber,2022-06-08 00:00:00
546,Системный аналитик,4078873,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4078873,"Мы ищем системного-аналитика, готового влиться в нашу команду, главной целью которой является автоматизация бизнес процессов для работы с ключевыми крупнейшими клиентами банка и продуктами для них. Все решения направлены на улучшение клиентского опыта путем перехода на новейший стек технологий и активного участия в проектах миграции. Мы разрабатываем решения как для клиентов банка, так и для внутренних сотрудников. Для выполнения задач будет необходимо погружение в предметную область и участие в проектировании решений вместе с архитекторами, а также контроль последующей реализация. У вас будет возможность прикоснуться к реальному бизнесу, изучить процессы по инвестициям и финансированию.","- Выявление, фиксация, согласование бизнес и функциональных требований; - Декомпозиция и анализ задач бэклога; - Оценка трудоемкости задач; - Проектирование решений, в том числе разработка детальной архитектуры сервисов, включая интеграционные сценарии; - Детальное проектирование интеграции со смежными сервисами (API, SOAP, MQ, Kafka, Synapse); - Документирование разрабатываемых компонентов ПО; - Контроль разработки, тестирование; - Мониторинг и контроль устранения дефектов, тех. долга - Вывод новых сервисов и улучшение существующих; - Работа со смежными командами: проработка интеграции, совместный запуск процессов; - Развитие навыков и культуры кода команды разработчиков, работа в agile среде;","- Высшее образование (желательно техническое); - Опыт работы системным аналитиком от 2 лет в проектах разработки и / или внедрения информационных систем для внешних и внутренних потребителей; - Опыт командной разработки (с использованием Confluence, Jira); - Знание методологий функционального, информационного и процессного моделирования в нотациях BPMN, UML; - Знание современных подходов к проектированию и интеграции enterprise-решений: SOA, SOAP, MQ, клиент-серверная архитектура, веб-сервисы; - Практические навыки оптимизации / реинжиниринга бизнес-процессов; - Аналитическое мышление и умение систематизировать информацию; - Хорошая техническая эрудиция; хорошие коммуникационные навыки; умение грамотно задавать вопросы, делать выводы, четко излагать свои мысли в письменной / устной форме; - Умение отстаивать свою точку зрения; Будет плюсом: - Понимание кредитных процессов и продуктов; - Опыт в проектировании автоматизированных банковских систем в части операционных процессов; - Опыт работы в Сбере, понимание внутренних процессов; - Участие в крупных проектах с распределённой инфраструктурой; - Опыт проектирования БД; - Знание SQL в части написания запросов, скриптов - Понимание Agile-методологий. - Опыт работы в режиме многозадачности и высокой нагрузки Soft-skills: - Управление результатом и ответственностью; - Умение работать в команде, cтрессоустойчивость; - Навык выстраивания коммуникаций с незнакомыми людьми; - Умение ясно излагать свои мысли и аргументированно обосновывать технологические решения;",Город Москва,Sber,2022-06-09 00:00:00
547,Java-разработчик,4073255,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4073255,"Мы создаем облачные инструменты разработки в составе PaaS-платформы SberTech – Platform V. Цель – дать клиенту все необходимое для быстрой организации эффективного процесса разработки приложений на платформе. Целевой способ поставки – облачный – по кнопке на портале самообслуживания разворачивается новый комплект (или пользователь / компания заводится в мультитенантную инсталляцию, логически отдельно от других) и отдается пользователю готовый к использованию набор инструментов, уже с готовым процессом, шаблонами и т. д. Инструменты создаются с учетом опыта, накопленного в Банке, в том числе на основе продуктов развитие которых стартовало внутри Банка. Сейчас есть реальный проект с государственными органами, важный и большой – несколько государственных систем реализуется на платформе банка с использованием наших инструментов, но пока еще не по целевой облачной модели. Инструменты покрывают все этапы производственного процесса, от начального планирования до раскатки на стенды и проведения тестирования. Всего порядка 13 продуктов, как собственной разработки, так и адаптированный OSS","Разработка инструментов управления производственным процессом; Реализация требований к продуктам; Решение проблем, сопровождение на уровне 3 линии; Участие в проработке и принятии технологических решений по реализации продуктов; Участие в оценке задач; Проведение код-ревью.","Хорошее знание Java SE (8-11 версии) и особенностей языка; Опыт коммерческой разработки на Java от 5 лет; Уверенное знание и коммерческий опыт разработки с использованием Spring / Spring Boot / Spring Cloud; Уверенное понимание шаблонов проектирования архитектуры backend приложений, а также опыт их применения в коммерческих проектах; Уверенное знание систем контроля версий (Git), понимание Git Flow; Опыт работы с системами контейнеризации (Docker / Kubernetes / OpenShift); Опыт работы с брокерами очередей сообщения (RabbitMQ / IBM MQ / Kafka / ActiveMQ или другими брокерами очередей сообщений).",Город Санкт-Петербург,Sber,2022-06-07 00:00:00
548,Middle Frontend разработчик,4079661,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4079661,"Сбербанк крупнейший банк в России (88 млн активных клиентов), один из ведущих международных финансовых институтов. Самый дорогой российский бренд, входящий в топ - 25 брендов мира. Мы создаем новую технологическую платформу, которая обеспечивает безопасность клиентов с помощью данных и алгоритмов. Информация о проекте: Дивизион «Цифровой кредитный мониторинг» ПАО Сбербанк занимается анализом и сопровождением заемщиков – юридических лиц на протяжении жизненного цикла кредита. Основная задача продукта, на которой открыта вакансия - автоматизация работы сотрудника банка с документами и результатом работы которого является отправка Клиентам запросов о предоставлении документов для мониторинга, оповещение Клиента о статусах загрузки документов и оповещения сотрудника о статусах запросов документов. Описание команды: Над продуктами работает одна команда. В команде представлены компетенции: Java-разработчики, Java-script разработчики и бизнес-аналитики.","Разрабатывать и развивать систему для банковских кредитных процессов, связанных со строительством. Участие в формировании DevOps-практик. Проектирование модулей ПО. Участие в оценке и декомпозиции задач. Основной стэк: TypeScript, ReactJS.","Опыт разработки от трех лет. Знание принципов ООП, шаблонов проектирования. Умение работать с Git, babel, webpack. Опыт работы с React. JS и другими фреймворками от одного года. Уверенное знание JavaScript (ES6+), TypeScript. Понимание HTTP-протокола (POST, GET, PATCH, авторизация, сессии, Cookie и т. д. ). Опыт работы с Redux / MobX. Понимание принципов REST. Знание GraphQL, WebSocket. Лидерские качества Коммуникабельность, ответственность, инициативность. Будет плюсом: Опыт написания Unit-тестов (jest). Опыт построения процессов CI / CD; (Jenkins / Docker / OpenShift).",Город Москва,Sber,2022-06-09 00:00:00
549,Android developer,4069921,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4069921,"Минимальное количество легаси. Android-версия проекта зародилась в конце 2019 года и сразу писалась на современном стеке; Проект целиком написан на Kotlin; Вся архитектура построена в соответствии с Clean Architecture, MVVM; Проект разбит на модули feature / core и продолжает активно дробиться; В проекте используем хорошо зарекомендовавшие себя инструменты : Cicerone, Room, AndroidX, Rxjava3 но также, мы всегда открыты к новому и активно следим за трендами; Общение с бэкендом построено на базе grpc и protobuf.","Разрабатывать новый функционал, оптимизировать уже реализованный. В спринте всегда стараемся уделять время и фичам и тех долгу; Активно участвовать в код-ревью; Тесно взаимодействовать с каждой стороной разработки (бэк / аналитика / дизайн / тестирование).","Ты всегда смотришь на задачу шире, заранее предусматриваешь узкие места и проблемы; Глубокое понимание JVM и Android и того, как все работает под капотом; Отличное знание Rx и многопоточного взаимодействия; Отличное знание клиент-серверного взаимодействия; Умение писать чистый код и находить баланс между красивой архитектурой и простотой;",Город Москва,Sber,2022-06-09 00:00:00
550,Менеджер по продажам продуктов канала,4078877,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4078877,,"Поиск и привлечение новых клиентов на торговый эквайринг и платежные сервисы; Работа с текущей базой партнеров, закрепленной за менеджером с целью увлечения доли эквайринга, платежных сервисов и удержания клиентов; Организация исполнения плана мероприятий, направленного на выполнение целевых показателей бизнес-плана по направлению торгового эквайринга и платежных сервисов; Участие в организации и проведении совместных акций и мероприятий с партнерами Банка, по привлечению клиентов (конференции, федеральные программы и т. д. ); Анализ эффективности заключенных договоров.",Опыт активных продаж в сегменте B2B от 2 лет Опыт холодных звонков Умение вести переговоры на уровне первых лиц предприятий Высшее экономическое образование Наличие автомобиля,"Город Нижневартовск, Ханты-Мансийский Автономный округ - Югра Автономный округ",Sber,2022-06-09 00:00:00
551,Клиентский менеджер (корпоративные клиенты),4077343,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4077343,,"- Активные продажи (в т. ч. холодные звонки, встречи) банковских продуктов действующим и новым клиентам крупнейшего, крупного и среднего бизнеса, работающих с Индией; - Выявление потенциала развития бизнеса с клиентом путем анализа информации по нему и формирования актуальных банковских предложений; - Активное взаимодействие с клиентскими подразделениями Банка для организации переговоров и продажи продуктовой линейки Индийского Филиала ПАО Сбербанк; - Представление интересов Индийского Филиала ПАО Сбербанк в профильных выставках, семинарах, конференциях, форумах, профессиональных сообществах; - Бизнес-планирование, формирование отчетности по результатам деятельности и клиентская аналитика; - Сбор документов, предварительный анализ, структурирование, сопровождение на всех этапах продажи банковских продуктов; - Взаимодействие с российскими компаниями (участниками российско-индийских СП) и российскими экспортерами в части кредитных сделок Индийского Филиала; - Взаимодействие с ЭКСАР по кредитным сделкам; - Взаимодействие с ВЭБ. РФ по выпуску аккредитивов.","- Высшее образование - финансы / банки, экономика; - Актуальный опыт работы в должности Клиентского менеджера (крупнейший, крупный и средний бизнес) в Банке от 3-х лет; Опыт работы с международными клиентами; - Английский язык – intermediate / upper-intermediate; Гражданство / вид на жительство Индии; - Подтвержденный опыт привлечения новых клиентов сегмента крупнейший, крупный и средний бизнес на всю линейку банковских продуктов в т. ч. продукты ТЭФ и GM; - Опыт успешно реализованных крупных и значимых для Банка сделок; - Общетеоретические и практические знания в части бухгалтерского учета и анализа финансовой-хозяйственной деятельности компаний / Группы компаний, корпоративного казначейства; - Знание стандартных программных продуктов MS Office; - Знание действующего законодательства РФ в части вопросов, связанных с кредитованием корпоративных клиентов; - Клиентоориентированность, коммуникативные навыки, инициативность, целеустремленность, энергичность, ответственность, умение расставлять приоритеты.",Город Москва,Sber,2022-06-10 00:00:00
552,Старший кредитный аналитик,4077135,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4077135,Своевременное и качественное рассмотрение кредитных заявок.,"Осуществление проведение комплексной экспертизы сделки (лимита), в том числе полный финансовый анализ заемщика и (при необходимости) основных участников сделки, а также анализ прогноза денежных потоков по клиенту и / или проекту Анализ возможности и целесообразности работы с клиентом, исходя из полученной от клиента и служб Банка информации и основных критериев оценки кредитоспособности Определение группы связанных лиц, группы связанных Заемщиков, консолидированной группы (ГСЛ / ГСЗ / КГ), структурирование кредитной сделки Работа с залоговым обеспечением, оценка юридических рисков Подготовка заключений на соответствующий коллегиальный орган Банка с учетом уровня принятия решения, организация процесса принятия решения по кредитным сделкам Выезд на место ведения бизнеса для сбора информации о финансово-хозяйственной деятельности Клиента (редко, при необходимости).","Профессиональные требования: Высшее образование Опыт работы в кредитовании корпоративных клиентов, андеррайтинга, аудита или консалтинга от 1-го года Знание анализа финансово - хозяйственной деятельности Владение стандартным ПО (Microsoft Word, Microsoft Eхсel, Internet Explorer, Outlook). Личные качества: Способность справляться со сложными ситуациями и выдерживать высокий темп работы Доброжелательность, готовность оказывать помощь окружающим Внимательность к деталям Аналитические способности Мотивация на стабильную работу, связанную с обслуживанием клиентов.","Город Нижний Новгород, Нижегородская Область",Sber,2022-06-10 00:00:00
553,Старший охранник,4043553,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4043553,"Сбер – это стабильность, забота о команде и профессиональный рост. У нас около 300 тысяч сотрудников и 14 тысяч подразделений по всей стране. Мы ищем охранника в команду управления безопасности.","Задачи: контролировать и проверять работоспособность систем безопасности, в том числе автоматизированных, на закрепленных объектах осуществлять контрольно-пропускной режим на закрепленном объекте защищать объекты, жизни и здоровье сотрудников и клиентов проводить проверочные мероприятия по своему направлению согласно инструкциям.",Требования образование от средне-специального опыт работы в охранной деятельности не менее 1 года служба в Вооруженных Силах или правоохранительных органах готовность пройти медицинскую комиссию и полиграфическое исследование Наличие спортивных разрядов и лицензии охранника будет преимуществом,"Город Владимир, Владимирская Область",Sber,2022-06-09 00:00:00
555,Старший специалист сектора недвижимости,4077291,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4077291,,"Реализация проектов строительства, реконструкции, капитального ремонта Контроль процесса разработки подрядчиком проектной / рабочей документации и проведение строительного контроля с выездом на объект Проведение Приемочной комиссии, устранение замечаний и ввод объекта в эксплуатацию, подготовка необходимой документации для постановки на баланс завершенного строительством объекта Участие в подготовке конкурсной документации для проведения закупочных процедур Контроль и исполнение договорных обязательств (включая гарантийные) с подрядными организациями, работа с первичной документацией, проведение расчетов, участие в претензионной работе Контроль исполнения объектных смет капитальных затрат (локальных и сводных сметных расчетов) Работа с регулирующими и надзорными органами (согласование документации, получение разрешений, участие в комиссиях и т. п. ) Организация и управление процессами приобретения и выбытия недвижимого имущества с учетом задач и планов бизнеса",Высшее профильное образование( строительное) Уверенный пользователь ПК Опыт работы не менее 3-х лет,"Город Воронеж, Воронежская Область",Sber,2022-06-06 00:00:00
556,Site Reliability Engineer (SRE),4080263,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4080263,"О проекте Дорогой кандидат, мы - динамично растущая команда экспертов в области построения рекомендательных систем. Наша главная цель - построить современную, масштабируемую платформу, которая будет постоянно предвосхищать и превосходить ожидания пользователей, предоставляя им персонализированный и релевантный контент на всем клиентском пути в экосистеме Сбер. Наша платформа будет обслуживать широкий круг потребителей и строить персональные рекомендации во всех сферах бизнеса, таких как музыка, фильмы, онлайн торговля, медицина, логистика и многих других, которые присутствуют в быстро растущей экосистеме. Если ты мечтаешь поучаствовать в создании такой рекомендательной системы, то тебе к нам!","Базис создания такой системы – это отказоустойчивая и производительная инфраструктура в облаке, где эта система работает. Проектирование, разработка и непрерывное развитие инфраструктуры – обязательные условия функционирования системы для миллионов её пользователей. Ты будешь работать над созданием компонентов этой инфраструктуры, над их наблюдаемостью, над обеспечением доступности, автоматическим масштабированием и обеспечением работы под нагрузкой в десятки тысяч обращений в секунду. Мы ищем экспертов и энтузиастов в области Site Reliability Engineering, кто ставит своей основной целью работать и развиваться в области построения сложных высоконагруженных систем. У тебя будет возможность исследовать современные подходы и практики SRE, общаться с коллегами из других проектов, участвовать в конференциях и применять полученные знания на практике.","Что для нас важно: Знание основных принципов и практик SRE; Практический опыт работы с Docker-контейнерами и оркестраторами (Kubernetes) Навыки работы с системами мониторинга и логирования (Prometheus, Loki, Grafana) Опыт работы с облаками (AWS, GCP, Azure) Опыт работы с любой системой автоматизированного управления инфраструктурами Ansible / Terraform Уверенная работа с Git Опыт администрирования Linux (Ubuntu) Будет плюсом: Опыт работы с базами данных SQL и NoSQL; Опыт работы с Big Data (например Spark, Flink, Kafka); Навыки разработки на Golang / Python.","Город Нижний Новгород, Нижегородская Область",Sber,2022-06-10 00:00:00
557,SRE,4080204,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4080204,"Cбер продолжает масштабный проект по созданию HR-платформы нового поколения (PaaS / SaaS). Мы расширяем команду SRE, так как задач становится все больше и нам требуется еще один коллега уровня middle+ / senior. Используем современные подходы и методологии: microservices, cloud-native, Machine Learning и AI. Параллельно строим свой SaaS для вывода продукта на рынок. Не забываем о cybersecurity и high load. В команде следуем культуре Agile и DevOps. В 2021 году «Пульс» отмечен сразу в двух номинациях международной премии в области дизайна Red Dot Award: Apps и Interface & User Experience Design (User Interfaces). Вместе нам предстоит много интересной и сложной работы, результатами которой будут пользоваться сотни тысяч сотрудников экосистемы СБЕР и большое количества его клиентов.","Создание инфраструктурных сервисов на основе Huawei Cloud для нужд бизнеса; Обеспечение непрерывной работы кластеров Kubernetes Поддержка контейнеров в Kubernetes и виртуальных машин на базе RHEL Linux. Применение принципов IaC / CI / CD в повседневной деятельности (Ansible, Jenkins, Gitlab, Terraform); Осуществление деплоя, настройка мониторинга (Zabbix, Prometheus, VictoriaMetrics etc) Проведение диагностики наших приложений (Spring Boot); Автоматизация рутинных задач (Bash / Python); Поиск проблем и узких мест в распределенной системе; Работа в команде с разработчиками, тестировщиками и смежными подразделениями администраторов; Изучение и внедрение новых технологий, best practices; Ведение технической документации.","Опыт работы DevOps-инженером, SRE от 3-х лет; Опыт работы с инфраструктурными компонентами: haproxy, nginx, redis, kafka, keepalived, pacemaker, zookeeper; Опыт использования GitLab CI для обеспечения процессов CI \ CD; Опыт использования Kubernetes для развертывания промышленных решений; Умение провести диагностику и траблшутинг Java приложений, развернутых в Kubernetes; Понимание принципов работы Helm; Опыт работы с системами мониторинга и сбора логов: zabbix, grafana, prometheus, ELK / EFK-стеком; Опыт использования систем управления конфигурацией: ansible, puppet; Способность разрабатывать на Python скрипты и решения для автоматизации; Понимание принципов построения архитектуры высоконагруженных, масштабируемых и отказоустойчивых проектов. Понимание концепции микросервисной архитектуры. Большим плюсом будет: Навыки работы с Terraform, Jenkins, Huawei Cloud; Опыт работы в крупных IT компаниях; Опыт по созданию и сопровождению кластера Kubernetes в промышленной среде.",Город Москва,Sber,2022-06-10 00:00:00
558,DevOps Engineer в рекомендательные системы,4072535,https://rabota.sber.ru/v2/gateway/api/pulseservice/v1/search/get/4072535,"О проекте Дорогой кандидат, мы - динамично растущая команда экспертов в области построения рекомендательных систем. Наша главная цель - построить современную, масштабируемую платформу, которая будет постоянно предвосхищать и превосходить ожидания пользователей, предоставляя им персонализированный и релевантный контент на всем клиентском пути в экосистеме Сбер. Наша платформа будет обслуживать широкий круг потребителей и строить персональные рекомендации во всех сферах бизнеса, таких как музыка, фильмы, онлайн торговля, медицина, логистика и многих других, которые присутствуют в быстро растущей экосистеме. Если ты мечтаешь поучаствовать в создании такой рекомендательной системы, то тебе к нам!","Базис создания такой системы – это непрерывная интеграция (CI) и непрерывная доставка (CD) модулей системы в облако, где система работает. Построение CI / CD и разворачивание системы на кластере – это важнейшие шаги, без которых весь труд остальных инженеров не имеет смысла. Ты будешь работать над созданием DevOps процессов для разработки и релиза рекомендационной системы, будешь разрабатывать автоматизированное разворачивание всей системы на кластерах и испытательных стендах, интегрировать систему в облака. Мы ищем DevOps экспертов и энтузиастов, кто ставит своей основной целью работать и развиваться в области работы DevOps процессов для больших и сложных проектов. У тебя будет возможность исследовать современные статьи по организации DevOps процессов, общаться с коллегами из других проектов, участвовать в конференциях и применять полученные знания на практике.","Что для нас важно: Практический опыт разворачивания и администрирования CI / CD систем (Gitlab CI, Jenkins) Практический опыт работы с Docker-контейнерами и оркестраторами (Kubernetes) Навыки работы с системами мониторинга (Prometheus, Grafana) Знание языков программирования: Python / Bash / Groovy Опыт работы с Helm Уверенная работа с Git Опыт администрирования Linux (Ubuntu) Будет плюсом: Опыт работы с облаками (AWS, Google Cloud, Azure); Знания технологии автоматического развертывания (Ansible, Terraform, Hashicorp-стек).","Город Нижний Новгород, Нижегородская Область",Sber,2022-06-10 00:00:00
